algorithm,instance,time
median 3,1744,0.11000000
median 3 random,1744,0.13000000
median 9,1744,0.11000000
median 9 random,1744,0.14000000
dual pivot,1744,0.07000000
insertion,1745,122.69000000
first,1745,0.11000000
random,1745,0.11000000
mid,1745,0.11000000
median 3,1745,0.11000000
median 3 random,1745,0.13000000
median 9,1745,0.11000000
median 9 random,1745,0.13000000
dual pivot,1745,0.08000000
insertion,1746,122.60000000
first,1746,0.10000000
random,1746,0.12000000
mid,1746,0.10000000
median 3,1746,0.11000000
median 3 random,1746,0.13000000
median 9,1746,0.11000000
median 9 random,1746,0.14000000
dual pivot,1746,0.07000000
insertion,1747,122.47000000
first,1747,0.10000000
random,1747,0.12000000
mid,1747,0.10000000
median 3,1747,0.11000000
median 3 random,1747,0.13000000
median 9,1747,0.11000000
median 9 random,1747,0.14000000
dual pivot,1747,0.07000000
insertion,1748,122.64000000
first,1748,0.10000000
random,1748,0.12000000
mid,1748,0.10000000
median 3,1748,0.11000000
median 3 random,1748,0.13000000
median 9,1748,0.11000000
median 9 random,1748,0.14000000
dual pivot,1748,0.07000000
insertion,1749,122.52000000
first,1749,0.11000000
random,1749,0.11000000
mid,1749,0.11000000
median 3,1749,0.11000000
median 3 random,1749,0.12000000
median 9,1749,0.12000000
median 9 random,1749,0.13000000
dual pivot,1749,0.07000000
insertion,1750,122.53000000
first,1750,0.11000000
random,1750,0.11000000
mid,1750,0.11000000
median 3,1750,0.11000000
median 3 random,1750,0.13000000
median 9,1750,0.11000000
median 9 random,1750,0.14000000
dual pivot,1750,0.07000000
insertion,1751,122.55000000
first,1751,0.11000000
random,1751,0.11000000
mid,1751,0.11000000
median 3,1751,0.11000000
median 3 random,1751,0.13000000
median 9,1751,0.11000000
median 9 random,1751,0.14000000
dual pivot,1751,0.07000000
insertion,1752,122.63000000
first,1752,0.11000000
random,1752,0.11000000
mid,1752,0.10000000
median 3,1752,0.11000000
median 3 random,1752,0.13000000
median 9,1752,0.12000000
median 9 random,1752,0.13000000
dual pivot,1752,0.07000000
insertion,1753,122.51000000
first,1753,0.10000000
random,1753,0.12000000
mid,1753,0.10000000
median 3,1753,0.11000000
median 3 random,1753,0.13000000
median 9,1753,0.11000000
median 9 random,1753,0.14000000
dual pivot,1753,0.07000000
insertion,1754,122.45000000
first,1754,0.10000000
random,1754,0.12000000
mid,1754,0.10000000
median 3,1754,0.11000000
median 3 random,1754,0.13000000
median 9,1754,0.12000000
median 9 random,1754,0.13000000
dual pivot,1754,0.07000000
insertion,1755,122.86000000
first,1755,0.10000000
random,1755,0.12000000
mid,1755,0.10000000
median 3,1755,0.11000000
median 3 random,1755,0.13000000
median 9,1755,0.12000000
median 9 random,1755,0.13000000
dual pivot,1755,0.07000000
insertion,1756,122.77000000
first,1756,0.11000000
random,1756,0.11000000
mid,1756,0.11000000
median 3,1756,0.11000000
median 3 random,1756,0.12000000
median 9,1756,0.12000000
median 9 random,1756,0.13000000
dual pivot,1756,0.08000000
insertion,1757,122.91000000
first,1757,0.11000000
random,1757,0.11000000
mid,1757,0.10000000
median 3,1757,0.11000000
median 3 random,1757,0.13000000
median 9,1757,0.11000000
median 9 random,1757,0.14000000
dual pivot,1757,0.07000000
insertion,1758,122.92000000
first,1758,0.11000000
random,1758,0.11000000
mid,1758,0.11000000
median 3,1758,0.10000000
median 3 random,1758,0.13000000
median 9,1758,0.12000000
median 9 random,1758,0.13000000
dual pivot,1758,0.07000000
insertion,1759,122.58000000
first,1759,0.11000000
random,1759,0.11000000
mid,1759,0.11000000
median 3,1759,0.11000000
median 3 random,1759,0.12000000
median 9,1759,0.12000000
median 9 random,1759,0.13000000
dual pivot,1759,0.07000000
insertion,1760,122.65000000
first,1760,0.10000000
random,1760,0.12000000
mid,1760,0.10000000
median 3,1760,0.11000000
median 3 random,1760,0.13000000
median 9,1760,0.12000000
median 9 random,1760,0.13000000
dual pivot,1760,0.07000000
insertion,1761,122.58000000
first,1761,0.11000000
random,1761,0.11000000
mid,1761,0.11000000
median 3,1761,0.11000000
median 3 random,1761,0.12000000
median 9,1761,0.12000000
median 9 random,1761,0.13000000
dual pivot,1761,0.07000000
insertion,1762,122.64000000
first,1762,0.10000000
random,1762,0.11000000
mid,1762,0.11000000
median 3,1762,0.11000000
median 3 random,1762,0.13000000
median 9,1762,0.11000000
median 9 random,1762,0.14000000
dual pivot,1762,0.07000000
insertion,1763,122.49000000
first,1763,0.11000000
random,1763,0.11000000
mid,1763,0.11000000
median 3,1763,0.11000000
median 3 random,1763,0.12000000
median 9,1763,0.12000000
median 9 random,1763,0.13000000
dual pivot,1763,0.07000000
insertion,1764,122.58000000
first,1764,0.11000000
random,1764,0.11000000
mid,1764,0.11000000
median 3,1764,0.11000000
median 3 random,1764,0.13000000
median 9,1764,0.11000000
median 9 random,1764,0.13000000
dual pivot,1764,0.08000000
insertion,1765,122.79000000
first,1765,0.11000000
random,1765,0.11000000
mid,1765,0.11000000
median 3,1765,0.11000000
median 3 random,1765,0.13000000
median 9,1765,0.11000000
median 9 random,1765,0.13000000
dual pivot,1765,0.08000000
insertion,1766,122.56000000
first,1766,0.11000000
random,1766,0.11000000
mid,1766,0.11000000
median 3,1766,0.11000000
median 3 random,1766,0.12000000
median 9,1766,0.12000000
median 9 random,1766,0.13000000
dual pivot,1766,0.08000000
insertion,1767,122.74000000
first,1767,0.11000000
random,1767,0.11000000
mid,1767,0.10000000
median 3,1767,0.11000000
median 3 random,1767,0.13000000
median 9,1767,0.12000000
median 9 random,1767,0.13000000
dual pivot,1767,0.07000000
insertion,1768,122.68000000
first,1768,0.11000000
random,1768,0.11000000
mid,1768,0.10000000
median 3,1768,0.11000000
median 3 random,1768,0.13000000
median 9,1768,0.11000000
median 9 random,1768,0.14000000
dual pivot,1768,0.07000000
insertion,1769,122.62000000
first,1769,0.10000000
random,1769,0.12000000
mid,1769,0.10000000
median 3,1769,0.11000000
median 3 random,1769,0.13000000
median 9,1769,0.12000000
median 9 random,1769,0.13000000
dual pivot,1769,0.07000000
insertion,1770,122.59000000
first,1770,0.10000000
random,1770,0.12000000
mid,1770,0.10000000
median 3,1770,0.11000000
median 3 random,1770,0.13000000
median 9,1770,0.11000000
median 9 random,1770,0.14000000
dual pivot,1770,0.07000000
insertion,1771,122.61000000
first,1771,0.10000000
random,1771,0.11000000
mid,1771,0.11000000
median 3,1771,0.11000000
median 3 random,1771,0.13000000
median 9,1771,0.11000000
median 9 random,1771,0.14000000
dual pivot,1771,0.07000000
insertion,1772,122.58000000
first,1772,0.11000000
random,1772,0.11000000
mid,1772,0.11000000
median 3,1772,0.11000000
median 3 random,1772,0.13000000
median 9,1772,0.11000000
median 9 random,1772,0.14000000
dual pivot,1772,0.07000000
insertion,1773,122.59000000
first,1773,0.11000000
random,1773,0.11000000
mid,1773,0.11000000
median 3,1773,0.11000000
median 3 random,1773,0.12000000
median 9,1773,0.12000000
median 9 random,1773,0.13000000
dual pivot,1773,0.08000000
insertion,1774,122.63000000
first,1774,0.11000000
random,1774,0.11000000
mid,1774,0.11000000
median 3,1774,0.11000000
median 3 random,1774,0.12000000
median 9,1774,0.12000000
median 9 random,1774,0.13000000
dual pivot,1774,0.07000000
insertion,1775,122.66000000
first,1775,0.11000000
random,1775,0.11000000
mid,1775,0.11000000
median 3,1775,0.11000000
median 3 random,1775,0.12000000
median 9,1775,0.12000000
median 9 random,1775,0.13000000
dual pivot,1775,0.07000000
insertion,1776,122.61000000
first,1776,0.10000000
random,1776,0.12000000
mid,1776,0.10000000
median 3,1776,0.11000000
median 3 random,1776,0.13000000
median 9,1776,0.11000000
median 9 random,1776,0.14000000
dual pivot,1776,0.07000000
insertion,1777,122.65000000
first,1777,0.11000000
random,1777,0.11000000
mid,1777,0.11000000
median 3,1777,0.11000000
median 3 random,1777,0.13000000
median 9,1777,0.11000000
median 9 random,1777,0.14000000
dual pivot,1777,0.07000000
insertion,1778,122.59000000
first,1778,0.10000000
random,1778,0.12000000
mid,1778,0.10000000
median 3,1778,0.11000000
median 3 random,1778,0.13000000
median 9,1778,0.11000000
median 9 random,1778,0.14000000
dual pivot,1778,0.07000000
insertion,1779,122.60000000
first,1779,0.10000000
random,1779,0.12000000
mid,1779,0.10000000
median 3,1779,0.11000000
median 3 random,1779,0.13000000
median 9,1779,0.11000000
median 9 random,1779,0.14000000
dual pivot,1779,0.07000000
insertion,1780,122.55000000
first,1780,0.10000000
random,1780,0.12000000
mid,1780,0.10000000
median 3,1780,0.11000000
median 3 random,1780,0.13000000
median 9,1780,0.11000000
median 9 random,1780,0.14000000
dual pivot,1780,0.07000000
insertion,1781,122.79000000
first,1781,0.10000000
random,1781,0.12000000
mid,1781,0.10000000
median 3,1781,0.11000000
median 3 random,1781,0.13000000
median 9,1781,0.12000000
median 9 random,1781,0.13000000
dual pivot,1781,0.07000000
insertion,1782,122.56000000
first,1782,0.10000000
random,1782,0.12000000
mid,1782,0.10000000
median 3,1782,0.11000000
median 3 random,1782,0.13000000
median 9,1782,0.11000000
median 9 random,1782,0.14000000
dual pivot,1782,0.07000000
insertion,1783,122.70000000
first,1783,0.11000000
random,1783,0.11000000
mid,1783,0.11000000
median 3,1783,0.11000000
median 3 random,1783,0.12000000
median 9,1783,0.12000000
median 9 random,1783,0.13000000
dual pivot,1783,0.07000000
insertion,1784,122.63000000
first,1784,0.11000000
random,1784,0.11000000
mid,1784,0.11000000
median 3,1784,0.11000000
median 3 random,1784,0.13000000
median 9,1784,0.11000000
median 9 random,1784,0.13000000
dual pivot,1784,0.08000000
insertion,1785,122.63000000
first,1785,0.11000000
random,1785,0.11000000
mid,1785,0.11000000
median 3,1785,0.11000000
median 3 random,1785,0.13000000
median 9,1785,0.11000000
median 9 random,1785,0.14000000
dual pivot,1785,0.07000000
insertion,1786,122.96000000
first,1786,0.10000000
random,1786,0.12000000
mid,1786,0.10000000
median 3,1786,0.11000000
median 3 random,1786,0.13000000
median 9,1786,0.11000000
median 9 random,1786,0.14000000
dual pivot,1786,0.07000000
insertion,1787,122.49000000
first,1787,0.11000000
random,1787,0.11000000
mid,1787,0.11000000
median 3,1787,0.11000000
median 3 random,1787,0.13000000
median 9,1787,0.11000000
median 9 random,1787,0.13000000
dual pivot,1787,0.07000000
insertion,1788,122.59000000
first,1788,0.11000000
random,1788,0.11000000
mid,1788,0.10000000
median 3,1788,0.12000000
median 3 random,1788,0.12000000
median 9,1788,0.12000000
median 9 random,1788,0.13000000
dual pivot,1788,0.07000000
insertion,1789,122.65000000
first,1789,0.11000000
random,1789,0.11000000
mid,1789,0.11000000
median 3,1789,0.11000000
median 3 random,1789,0.12000000
median 9,1789,0.12000000
median 9 random,1789,0.13000000
dual pivot,1789,0.07000000
insertion,1790,122.74000000
first,1790,0.11000000
random,1790,0.11000000
mid,1790,0.11000000
median 3,1790,0.11000000
median 3 random,1790,0.13000000
median 9,1790,0.11000000
median 9 random,1790,0.13000000
dual pivot,1790,0.08000000
insertion,1791,122.68000000
first,1791,0.11000000
random,1791,0.11000000
mid,1791,0.10000000
median 3,1791,0.11000000
median 3 random,1791,0.13000000
median 9,1791,0.12000000
median 9 random,1791,0.13000000
dual pivot,1791,0.07000000
insertion,1792,122.58000000
first,1792,0.11000000
random,1792,0.11000000
mid,1792,0.11000000
median 3,1792,0.11000000
median 3 random,1792,0.13000000
median 9,1792,0.11000000
median 9 random,1792,0.13000000
dual pivot,1792,0.08000000
insertion,1793,122.61000000
first,1793,0.11000000
random,1793,0.11000000
mid,1793,0.11000000
median 3,1793,0.11000000
median 3 random,1793,0.13000000
median 9,1793,0.11000000
median 9 random,1793,0.13000000
dual pivot,1793,0.08000000
insertion,1794,122.78000000
first,1794,0.10000000
random,1794,0.12000000
mid,1794,0.10000000
median 3,1794,0.11000000
median 3 random,1794,0.13000000
median 9,1794,0.11000000
median 9 random,1794,0.14000000
dual pivot,1794,0.07000000
insertion,1795,123.16000000
first,1795,0.11000000
random,1795,0.11000000
mid,1795,0.10000000
median 3,1795,0.11000000
median 3 random,1795,0.13000000
median 9,1795,0.12000000
median 9 random,1795,0.13000000
dual pivot,1795,0.07000000
insertion,1796,123.10000000
first,1796,0.10000000
random,1796,0.12000000
mid,1796,0.10000000
median 3,1796,0.11000000
median 3 random,1796,0.13000000
median 9,1796,0.11000000
median 9 random,1796,0.14000000
dual pivot,1796,0.07000000
insertion,1797,122.69000000
first,1797,0.10000000
random,1797,0.12000000
mid,1797,0.10000000
median 3,1797,0.11000000
median 3 random,1797,0.13000000
median 9,1797,0.12000000
median 9 random,1797,0.13000000
dual pivot,1797,0.07000000
insertion,1798,122.54000000
first,1798,0.11000000
random,1798,0.11000000
mid,1798,0.11000000
median 3,1798,0.11000000
median 3 random,1798,0.12000000
median 9,1798,0.12000000
median 9 random,1798,0.13000000
dual pivot,1798,0.08000000
insertion,1799,122.57000000
first,1799,0.11000000
random,1799,0.11000000
mid,1799,0.11000000
median 3,1799,0.10000000
median 3 random,1799,0.13000000
median 9,1799,0.12000000
median 9 random,1799,0.13000000
dual pivot,1799,0.07000000
insertion,1800,122.53000000
first,1800,0.11000000
random,1800,0.11000000
mid,1800,0.11000000
median 3,1800,0.11000000
median 3 random,1800,0.12000000
median 9,1800,0.12000000
median 9 random,1800,0.13000000
dual pivot,1800,0.08000000
insertion,1801,122.77000000
first,1801,0.10000000
random,1801,0.11000000
mid,1801,0.11000000
median 3,1801,0.11000000
median 3 random,1801,0.13000000
median 9,1801,0.11000000
median 9 random,1801,0.13000000
dual pivot,1801,0.08000000
insertion,1802,122.66000000
first,1802,0.11000000
random,1802,0.11000000
mid,1802,0.11000000
median 3,1802,0.11000000
median 3 random,1802,0.13000000
median 9,1802,0.11000000
median 9 random,1802,0.14000000
dual pivot,1802,0.07000000
insertion,1803,123.10000000
first,1803,0.10000000
random,1803,0.12000000
mid,1803,0.10000000
median 3,1803,0.11000000
median 3 random,1803,0.13000000
median 9,1803,0.12000000
median 9 random,1803,0.13000000
dual pivot,1803,0.07000000
insertion,1804,122.94000000
first,1804,0.10000000
random,1804,0.12000000
mid,1804,0.10000000
median 3,1804,0.11000000
median 3 random,1804,0.13000000
median 9,1804,0.12000000
median 9 random,1804,0.13000000
dual pivot,1804,0.07000000
insertion,1805,122.54000000
first,1805,0.11000000
random,1805,0.11000000
mid,1805,0.11000000
median 3,1805,0.11000000
median 3 random,1805,0.12000000
median 9,1805,0.12000000
median 9 random,1805,0.13000000
dual pivot,1805,0.07000000
insertion,1806,122.71000000
first,1806,0.11000000
random,1806,0.11000000
mid,1806,0.11000000
median 3,1806,0.11000000
median 3 random,1806,0.13000000
median 9,1806,0.11000000
median 9 random,1806,0.14000000
dual pivot,1806,0.07000000
insertion,1807,122.60000000
first,1807,0.11000000
random,1807,0.11000000
mid,1807,0.11000000
median 3,1807,0.11000000
median 3 random,1807,0.13000000
median 9,1807,0.11000000
median 9 random,1807,0.13000000
dual pivot,1807,0.08000000
insertion,1808,122.68000000
first,1808,0.11000000
random,1808,0.11000000
mid,1808,0.11000000
median 3,1808,0.11000000
median 3 random,1808,0.13000000
median 9,1808,0.11000000
median 9 random,1808,0.13000000
dual pivot,1808,0.08000000
insertion,1809,122.77000000
first,1809,0.10000000
random,1809,0.11000000
mid,1809,0.11000000
median 3,1809,0.11000000
median 3 random,1809,0.13000000
median 9,1809,0.11000000
median 9 random,1809,0.14000000
dual pivot,1809,0.07000000
insertion,1810,122.55000000
first,1810,0.11000000
random,1810,0.11000000
mid,1810,0.11000000
median 3,1810,0.11000000
median 3 random,1810,0.13000000
median 9,1810,0.11000000
median 9 random,1810,0.14000000
dual pivot,1810,0.07000000
insertion,1811,122.91000000
first,1811,0.11000000
random,1811,0.11000000
mid,1811,0.11000000
median 3,1811,0.11000000
median 3 random,1811,0.12000000
median 9,1811,0.12000000
median 9 random,1811,0.13000000
dual pivot,1811,0.08000000
insertion,1812,122.62000000
first,1812,0.11000000
random,1812,0.11000000
mid,1812,0.11000000
median 3,1812,0.10000000
median 3 random,1812,0.13000000
median 9,1812,0.12000000
median 9 random,1812,0.13000000
dual pivot,1812,0.07000000
insertion,1813,122.70000000
first,1813,0.10000000
random,1813,0.12000000
mid,1813,0.10000000
median 3,1813,0.11000000
median 3 random,1813,0.13000000
median 9,1813,0.11000000
median 9 random,1813,0.14000000
dual pivot,1813,0.07000000
insertion,1814,122.54000000
first,1814,0.10000000
random,1814,0.12000000
mid,1814,0.10000000
median 3,1814,0.11000000
median 3 random,1814,0.13000000
median 9,1814,0.11000000
median 9 random,1814,0.14000000
dual pivot,1814,0.07000000
insertion,1815,122.61000000
first,1815,0.10000000
random,1815,0.12000000
mid,1815,0.11000000
median 3,1815,0.11000000
median 3 random,1815,0.13000000
median 9,1815,0.11000000
median 9 random,1815,0.14000000
dual pivot,1815,0.07000000
insertion,1816,122.61000000
first,1816,0.11000000
random,1816,0.11000000
mid,1816,0.11000000
median 3,1816,0.11000000
median 3 random,1816,0.12000000
median 9,1816,0.12000000
median 9 random,1816,0.13000000
dual pivot,1816,0.07000000
insertion,1817,122.61000000
first,1817,0.11000000
random,1817,0.11000000
mid,1817,0.11000000
median 3,1817,0.11000000
median 3 random,1817,0.13000000
median 9,1817,0.11000000
median 9 random,1817,0.13000000
dual pivot,1817,0.08000000
insertion,1818,122.69000000
first,1818,0.10000000
random,1818,0.12000000
mid,1818,0.10000000
median 3,1818,0.11000000
median 3 random,1818,0.13000000
median 9,1818,0.11000000
median 9 random,1818,0.14000000
dual pivot,1818,0.07000000
insertion,1819,122.60000000
first,1819,0.11000000
random,1819,0.11000000
mid,1819,0.11000000
median 3,1819,0.11000000
median 3 random,1819,0.12000000
median 9,1819,0.12000000
median 9 random,1819,0.13000000
dual pivot,1819,0.07000000
insertion,1820,122.71000000
first,1820,0.10000000
random,1820,0.12000000
mid,1820,0.10000000
median 3,1820,0.11000000
median 3 random,1820,0.13000000
median 9,1820,0.11000000
median 9 random,1820,0.14000000
dual pivot,1820,0.07000000
insertion,1821,122.68000000
first,1821,0.11000000
random,1821,0.11000000
mid,1821,0.11000000
median 3,1821,0.10000000
median 3 random,1821,0.13000000
median 9,1821,0.12000000
median 9 random,1821,0.13000000
dual pivot,1821,0.07000000
insertion,1822,122.55000000
first,1822,0.11000000
random,1822,0.11000000
mid,1822,0.11000000
median 3,1822,0.10000000
median 3 random,1822,0.13000000
median 9,1822,0.12000000
median 9 random,1822,0.13000000
dual pivot,1822,0.07000000
insertion,1823,122.58000000
first,1823,0.11000000
random,1823,0.11000000
mid,1823,0.11000000
median 3,1823,0.11000000
median 3 random,1823,0.12000000
median 9,1823,0.12000000
median 9 random,1823,0.13000000
dual pivot,1823,0.08000000
insertion,1824,122.54000000
first,1824,0.11000000
random,1824,0.11000000
mid,1824,0.11000000
median 3,1824,0.11000000
median 3 random,1824,0.13000000
median 9,1824,0.11000000
median 9 random,1824,0.14000000
dual pivot,1824,0.07000000
insertion,1825,122.64000000
first,1825,0.10000000
random,1825,0.12000000
mid,1825,0.10000000
median 3,1825,0.11000000
median 3 random,1825,0.13000000
median 9,1825,0.11000000
median 9 random,1825,0.14000000
dual pivot,1825,0.07000000
insertion,1826,122.65000000
first,1826,0.11000000
random,1826,0.11000000
mid,1826,0.11000000
median 3,1826,0.11000000
median 3 random,1826,0.12000000
median 9,1826,0.12000000
median 9 random,1826,0.13000000
dual pivot,1826,0.07000000
insertion,1827,122.70000000
first,1827,0.10000000
random,1827,0.12000000
mid,1827,0.10000000
median 3,1827,0.11000000
median 3 random,1827,0.13000000
median 9,1827,0.12000000
median 9 random,1827,0.13000000
dual pivot,1827,0.07000000
insertion,1828,122.58000000
first,1828,0.11000000
random,1828,0.11000000
mid,1828,0.11000000
median 3,1828,0.11000000
median 3 random,1828,0.13000000
median 9,1828,0.11000000
median 9 random,1828,0.14000000
dual pivot,1828,0.07000000
insertion,1829,122.62000000
first,1829,0.11000000
random,1829,0.12000000
mid,1829,0.10000000
median 3,1829,0.11000000
median 3 random,1829,0.13000000
median 9,1829,0.11000000
median 9 random,1829,0.14000000
dual pivot,1829,0.07000000
insertion,1830,122.66000000
first,1830,0.11000000
random,1830,0.11000000
mid,1830,0.11000000
median 3,1830,0.11000000
median 3 random,1830,0.13000000
median 9,1830,0.11000000
median 9 random,1830,0.13000000
dual pivot,1830,0.08000000
insertion,1831,122.52000000
first,1831,0.11000000
random,1831,0.11000000
mid,1831,0.10000000
median 3,1831,0.11000000
median 3 random,1831,0.13000000
median 9,1831,0.12000000
median 9 random,1831,0.13000000
dual pivot,1831,0.07000000
insertion,1832,122.63000000
first,1832,0.10000000
random,1832,0.12000000
mid,1832,0.10000000
median 3,1832,0.11000000
median 3 random,1832,0.13000000
median 9,1832,0.12000000
median 9 random,1832,0.13000000
dual pivot,1832,0.07000000
insertion,1833,122.87000000
first,1833,0.11000000
random,1833,0.11000000
mid,1833,0.11000000
median 3,1833,0.11000000
median 3 random,1833,0.13000000
median 9,1833,0.11000000
median 9 random,1833,0.14000000
dual pivot,1833,0.07000000
insertion,1834,122.87000000
first,1834,0.11000000
random,1834,0.11000000
mid,1834,0.11000000
median 3,1834,0.10000000
median 3 random,1834,0.13000000
median 9,1834,0.12000000
median 9 random,1834,0.13000000
dual pivot,1834,0.07000000
insertion,1835,122.83000000
first,1835,0.10000000
random,1835,0.12000000
mid,1835,0.10000000
median 3,1835,0.11000000
median 3 random,1835,0.13000000
median 9,1835,0.12000000
median 9 random,1835,0.13000000
dual pivot,1835,0.07000000
insertion,1836,122.94000000
first,1836,0.11000000
random,1836,0.11000000
mid,1836,0.11000000
median 3,1836,0.11000000
median 3 random,1836,0.13000000
median 9,1836,0.11000000
median 9 random,1836,0.13000000
dual pivot,1836,0.08000000
insertion,1837,123.02000000
first,1837,0.10000000
random,1837,0.12000000
mid,1837,0.10000000
median 3,1837,0.11000000
median 3 random,1837,0.13000000
median 9,1837,0.11000000
median 9 random,1837,0.14000000
dual pivot,1837,0.07000000
insertion,1838,122.93000000
first,1838,0.11000000
random,1838,0.11000000
mid,1838,0.11000000
median 3,1838,0.11000000
median 3 random,1838,0.12000000
median 9,1838,0.12000000
median 9 random,1838,0.13000000
dual pivot,1838,0.08000000
insertion,1839,122.55000000
first,1839,0.10000000
random,1839,0.11000000
mid,1839,0.11000000
median 3,1839,0.11000000
median 3 random,1839,0.13000000
median 9,1839,0.11000000
median 9 random,1839,0.14000000
dual pivot,1839,0.07000000
insertion,1840,122.66000000
first,1840,0.10000000
random,1840,0.12000000
mid,1840,0.10000000
median 3,1840,0.11000000
median 3 random,1840,0.13000000
median 9,1840,0.11000000
median 9 random,1840,0.14000000
dual pivot,1840,0.07000000
insertion,1841,122.64000000
first,1841,0.11000000
random,1841,0.11000000
mid,1841,0.11000000
median 3,1841,0.10000000
median 3 random,1841,0.13000000
median 9,1841,0.11000000
median 9 random,1841,0.14000000
dual pivot,1841,0.07000000
insertion,1842,122.64000000
first,1842,0.10000000
random,1842,0.11000000
mid,1842,0.11000000
median 3,1842,0.11000000
median 3 random,1842,0.13000000
median 9,1842,0.11000000
median 9 random,1842,0.13000000
dual pivot,1842,0.08000000
insertion,1843,122.55000000
first,1843,0.11000000
random,1843,0.11000000
mid,1843,0.10000000
median 3,1843,0.11000000
median 3 random,1843,0.13000000
median 9,1843,0.12000000
median 9 random,1843,0.13000000
dual pivot,1843,0.07000000
insertion,1844,122.65000000
first,1844,0.10000000
random,1844,0.12000000
mid,1844,0.10000000
median 3,1844,0.11000000
median 3 random,1844,0.13000000
median 9,1844,0.11000000
median 9 random,1844,0.13000000
dual pivot,1844,0.08000000
insertion,1845,122.70000000
first,1845,0.11000000
random,1845,0.11000000
mid,1845,0.10000000
median 3,1845,0.11000000
median 3 random,1845,0.13000000
median 9,1845,0.11000000
median 9 random,1845,0.14000000
dual pivot,1845,0.07000000
insertion,1846,122.72000000
first,1846,0.11000000
random,1846,0.11000000
mid,1846,0.11000000
median 3,1846,0.11000000
median 3 random,1846,0.12000000
median 9,1846,0.12000000
median 9 random,1846,0.13000000
dual pivot,1846,0.07000000
insertion,1847,122.70000000
first,1847,0.11000000
random,1847,0.11000000
mid,1847,0.10000000
median 3,1847,0.11000000
median 3 random,1847,0.13000000
median 9,1847,0.12000000
median 9 random,1847,0.13000000
dual pivot,1847,0.07000000
insertion,1848,122.54000000
first,1848,0.11000000
random,1848,0.11000000
mid,1848,0.11000000
median 3,1848,0.11000000
median 3 random,1848,0.13000000
median 9,1848,0.11000000
median 9 random,1848,0.13000000
dual pivot,1848,0.08000000
insertion,1849,122.71000000
first,1849,0.11000000
random,1849,0.11000000
mid,1849,0.11000000
median 3,1849,0.11000000
median 3 random,1849,0.13000000
median 9,1849,0.12000000
median 9 random,1849,0.13000000
dual pivot,1849,0.07000000
insertion,1850,122.61000000
first,1850,0.11000000
random,1850,0.11000000
mid,1850,0.11000000
median 3,1850,0.11000000
median 3 random,1850,0.12000000
median 9,1850,0.12000000
median 9 random,1850,0.13000000
dual pivot,1850,0.07000000
insertion,1851,122.64000000
first,1851,0.11000000
random,1851,0.11000000
mid,1851,0.11000000
median 3,1851,0.11000000
median 3 random,1851,0.12000000
median 9,1851,0.12000000
median 9 random,1851,0.13000000
dual pivot,1851,0.07000000
insertion,1852,122.69000000
first,1852,0.11000000
random,1852,0.11000000
mid,1852,0.11000000
median 3,1852,0.11000000
median 3 random,1852,0.13000000
median 9,1852,0.11000000
median 9 random,1852,0.13000000
dual pivot,1852,0.07000000
insertion,1853,122.50000000
first,1853,0.10000000
random,1853,0.12000000
mid,1853,0.10000000
median 3,1853,0.11000000
median 3 random,1853,0.13000000
median 9,1853,0.12000000
median 9 random,1853,0.13000000
dual pivot,1853,0.07000000
insertion,1854,122.58000000
first,1854,0.11000000
random,1854,0.11000000
mid,1854,0.11000000
median 3,1854,0.11000000
median 3 random,1854,0.12000000
median 9,1854,0.12000000
median 9 random,1854,0.13000000
dual pivot,1854,0.07000000
insertion,1855,122.78000000
first,1855,0.10000000
random,1855,0.12000000
mid,1855,0.10000000
median 3,1855,0.11000000
median 3 random,1855,0.13000000
median 9,1855,0.11000000
median 9 random,1855,0.14000000
dual pivot,1855,0.07000000
insertion,1856,122.55000000
first,1856,0.10000000
random,1856,0.12000000
mid,1856,0.10000000
median 3,1856,0.11000000
median 3 random,1856,0.13000000
median 9,1856,0.11000000
median 9 random,1856,0.14000000
dual pivot,1856,0.07000000
insertion,1857,122.60000000
first,1857,0.11000000
random,1857,0.11000000
mid,1857,0.11000000
median 3,1857,0.11000000
median 3 random,1857,0.12000000
median 9,1857,0.12000000
median 9 random,1857,0.13000000
dual pivot,1857,0.07000000
insertion,1858,122.57000000
first,1858,0.11000000
random,1858,0.11000000
mid,1858,0.11000000
median 3,1858,0.10000000
median 3 random,1858,0.13000000
median 9,1858,0.12000000
median 9 random,1858,0.13000000
dual pivot,1858,0.07000000
insertion,1859,122.64000000
first,1859,0.11000000
random,1859,0.11000000
mid,1859,0.10000000
median 3,1859,0.11000000
median 3 random,1859,0.13000000
median 9,1859,0.12000000
median 9 random,1859,0.13000000
dual pivot,1859,0.07000000
insertion,1860,122.57000000
first,1860,0.10000000
random,1860,0.12000000
mid,1860,0.10000000
median 3,1860,0.11000000
median 3 random,1860,0.13000000
median 9,1860,0.12000000
median 9 random,1860,0.13000000
dual pivot,1860,0.07000000
insertion,1861,122.55000000
first,1861,0.10000000
random,1861,0.12000000
mid,1861,0.10000000
median 3,1861,0.11000000
median 3 random,1861,0.13000000
median 9,1861,0.12000000
median 9 random,1861,0.13000000
dual pivot,1861,0.07000000
insertion,1862,122.64000000
first,1862,0.11000000
random,1862,0.11000000
mid,1862,0.11000000
median 3,1862,0.11000000
median 3 random,1862,0.12000000
median 9,1862,0.12000000
median 9 random,1862,0.13000000
