algorithm,instance,time
dual pivot,1608,0.00000000
insertion,1609,1.01000000
first,1609,0.01000000
random,1609,0.00000000
mid,1609,0.01000000
median 3,1609,0.01000000
median 3 random,1609,0.01000000
median 9,1609,0.01000000
median 9 random,1609,0.01000000
dual pivot,1609,0.01000000
insertion,1610,1.00000000
first,1610,0.01000000
random,1610,0.01000000
mid,1610,0.01000000
median 3,1610,0.00000000
median 3 random,1610,0.01000000
median 9,1610,0.01000000
median 9 random,1610,0.01000000
dual pivot,1610,0.01000000
insertion,1611,1.00000000
first,1611,0.01000000
random,1611,0.01000000
mid,1611,0.01000000
median 3,1611,0.01000000
median 3 random,1611,0.01000000
median 9,1611,0.01000000
median 9 random,1611,0.01000000
dual pivot,1611,0.00000000
insertion,1612,1.01000000
first,1612,0.00000000
random,1612,0.01000000
mid,1612,0.01000000
median 3,1612,0.01000000
median 3 random,1612,0.01000000
median 9,1612,0.01000000
median 9 random,1612,0.01000000
dual pivot,1612,0.00000000
insertion,1613,1.00000000
first,1613,0.01000000
random,1613,0.00000000
mid,1613,0.01000000
median 3,1613,0.01000000
median 3 random,1613,0.01000000
median 9,1613,0.01000000
median 9 random,1613,0.01000000
dual pivot,1613,0.01000000
insertion,1614,1.00000000
first,1614,0.00000000
random,1614,0.01000000
mid,1614,0.01000000
median 3,1614,0.01000000
median 3 random,1614,0.01000000
median 9,1614,0.01000000
median 9 random,1614,0.01000000
dual pivot,1614,0.01000000
insertion,1615,1.00000000
first,1615,0.01000000
random,1615,0.00000000
mid,1615,0.01000000
median 3,1615,0.01000000
median 3 random,1615,0.01000000
median 9,1615,0.01000000
median 9 random,1615,0.01000000
dual pivot,1615,0.00000000
insertion,1616,1.00000000
first,1616,0.01000000
random,1616,0.01000000
mid,1616,0.00000000
median 3,1616,0.01000000
median 3 random,1616,0.01000000
median 9,1616,0.01000000
median 9 random,1616,0.01000000
dual pivot,1616,0.01000000
insertion,1617,1.00000000
first,1617,0.01000000
random,1617,0.01000000
mid,1617,0.01000000
median 3,1617,0.00000000
median 3 random,1617,0.01000000
median 9,1617,0.01000000
median 9 random,1617,0.01000000
dual pivot,1617,0.01000000
insertion,1618,1.00000000
first,1618,0.01000000
random,1618,0.01000000
mid,1618,0.01000000
median 3,1618,0.01000000
median 3 random,1618,0.01000000
median 9,1618,0.01000000
median 9 random,1618,0.01000000
dual pivot,1618,0.00000000
insertion,1619,1.01000000
first,1619,0.00000000
random,1619,0.01000000
mid,1619,0.01000000
median 3,1619,0.01000000
median 3 random,1619,0.01000000
median 9,1619,0.01000000
median 9 random,1619,0.01000000
dual pivot,1619,0.01000000
insertion,1620,1.00000000
first,1620,0.01000000
random,1620,0.01000000
mid,1620,0.00000000
median 3,1620,0.01000000
median 3 random,1620,0.01000000
median 9,1620,0.01000000
median 9 random,1620,0.01000000
dual pivot,1620,0.01000000
insertion,1621,1.00000000
first,1621,0.01000000
random,1621,0.01000000
mid,1621,0.01000000
median 3,1621,0.01000000
median 3 random,1621,0.01000000
median 9,1621,0.01000000
median 9 random,1621,0.01000000
dual pivot,1621,0.00000000
insertion,1622,1.01000000
first,1622,0.01000000
random,1622,0.00000000
mid,1622,0.01000000
median 3,1622,0.01000000
median 3 random,1622,0.01000000
median 9,1622,0.01000000
median 9 random,1622,0.01000000
dual pivot,1622,0.01000000
insertion,1623,1.00000000
first,1623,0.01000000
random,1623,0.01000000
mid,1623,0.01000000
median 3,1623,0.00000000
median 3 random,1623,0.02000000
median 9,1623,0.00000000
median 9 random,1623,0.01000000
dual pivot,1623,0.01000000
insertion,1624,1.00000000
first,1624,0.01000000
random,1624,0.01000000
mid,1624,0.01000000
median 3,1624,0.00000000
median 3 random,1624,0.02000000
median 9,1624,0.00000000
median 9 random,1624,0.01000000
dual pivot,1624,0.01000000
insertion,1625,1.00000000
first,1625,0.01000000
random,1625,0.00000000
mid,1625,0.01000000
median 3,1625,0.01000000
median 3 random,1625,0.01000000
median 9,1625,0.01000000
median 9 random,1625,0.01000000
dual pivot,1625,0.01000000
insertion,1626,1.00000000
first,1626,0.00000000
random,1626,0.01000000
mid,1626,0.01000000
median 3,1626,0.01000000
median 3 random,1626,0.01000000
median 9,1626,0.01000000
median 9 random,1626,0.01000000
dual pivot,1626,0.01000000
insertion,1627,1.00000000
first,1627,0.01000000
random,1627,0.00000000
mid,1627,0.01000000
median 3,1627,0.01000000
median 3 random,1627,0.01000000
median 9,1627,0.01000000
median 9 random,1627,0.01000000
dual pivot,1627,0.01000000
insertion,1628,1.00000000
first,1628,0.01000000
random,1628,0.01000000
mid,1628,0.00000000
median 3,1628,0.01000000
median 3 random,1628,0.01000000
median 9,1628,0.01000000
median 9 random,1628,0.01000000
dual pivot,1628,0.01000000
insertion,1629,1.00000000
first,1629,0.01000000
random,1629,0.01000000
mid,1629,0.00000000
median 3,1629,0.01000000
median 3 random,1629,0.01000000
median 9,1629,0.01000000
median 9 random,1629,0.01000000
dual pivot,1629,0.01000000
insertion,1630,1.00000000
first,1630,0.01000000
random,1630,0.01000000
mid,1630,0.00000000
median 3,1630,0.01000000
median 3 random,1630,0.01000000
median 9,1630,0.01000000
median 9 random,1630,0.01000000
dual pivot,1630,0.01000000
insertion,1631,1.00000000
first,1631,0.01000000
random,1631,0.01000000
mid,1631,0.01000000
median 3,1631,0.00000000
median 3 random,1631,0.01000000
median 9,1631,0.01000000
median 9 random,1631,0.01000000
dual pivot,1631,0.01000000
insertion,1632,1.00000000
first,1632,0.01000000
random,1632,0.01000000
mid,1632,0.01000000
median 3,1632,0.01000000
median 3 random,1632,0.01000000
median 9,1632,0.00000000
median 9 random,1632,0.01000000
dual pivot,1632,0.00000000
insertion,1633,1.01000000
first,1633,0.00000000
random,1633,0.01000000
mid,1633,0.01000000
median 3,1633,0.01000000
median 3 random,1633,0.01000000
median 9,1633,0.01000000
median 9 random,1633,0.01000000
dual pivot,1633,0.00000000
insertion,1634,1.00000000
first,1634,0.01000000
random,1634,0.00000000
mid,1634,0.01000000
median 3,1634,0.01000000
median 3 random,1634,0.01000000
median 9,1634,0.01000000
median 9 random,1634,0.01000000
dual pivot,1634,0.01000000
insertion,1635,1.00000000
first,1635,0.01000000
random,1635,0.01000000
mid,1635,0.01000000
median 3,1635,0.00000000
median 3 random,1635,0.01000000
median 9,1635,0.01000000
median 9 random,1635,0.01000000
dual pivot,1635,0.01000000
insertion,1636,1.00000000
first,1636,0.00000000
random,1636,0.01000000
mid,1636,0.01000000
median 3,1636,0.01000000
median 3 random,1636,0.01000000
median 9,1636,0.01000000
median 9 random,1636,0.01000000
dual pivot,1636,0.01000000
insertion,1637,0.99000000
first,1637,0.01000000
random,1637,0.01000000
mid,1637,0.01000000
median 3,1637,0.01000000
median 3 random,1637,0.01000000
median 9,1637,0.01000000
median 9 random,1637,0.01000000
dual pivot,1637,0.00000000
insertion,1638,1.00000000
first,1638,0.01000000
random,1638,0.01000000
mid,1638,0.01000000
median 3,1638,0.01000000
median 3 random,1638,0.01000000
median 9,1638,0.00000000
median 9 random,1638,0.02000000
dual pivot,1638,0.00000000
insertion,1639,1.00000000
first,1639,0.01000000
random,1639,0.01000000
mid,1639,0.01000000
median 3,1639,0.01000000
median 3 random,1639,0.01000000
median 9,1639,0.01000000
median 9 random,1639,0.01000000
dual pivot,1639,0.00000000
insertion,1640,1.00000000
first,1640,0.01000000
random,1640,0.01000000
mid,1640,0.01000000
median 3,1640,0.01000000
median 3 random,1640,0.01000000
median 9,1640,0.01000000
median 9 random,1640,0.01000000
dual pivot,1640,0.00000000
insertion,1641,1.01000000
first,1641,0.00000000
random,1641,0.01000000
mid,1641,0.01000000
median 3,1641,0.01000000
median 3 random,1641,0.01000000
median 9,1641,0.01000000
median 9 random,1641,0.01000000
dual pivot,1641,0.00000000
insertion,1642,1.01000000
first,1642,0.01000000
random,1642,0.00000000
mid,1642,0.01000000
median 3,1642,0.01000000
median 3 random,1642,0.01000000
median 9,1642,0.01000000
median 9 random,1642,0.01000000
dual pivot,1642,0.01000000
insertion,1643,1.00000000
first,1643,0.01000000
random,1643,0.01000000
mid,1643,0.01000000
median 3,1643,0.00000000
median 3 random,1643,0.01000000
median 9,1643,0.01000000
median 9 random,1643,0.01000000
dual pivot,1643,0.01000000
insertion,1644,1.00000000
first,1644,0.01000000
random,1644,0.01000000
mid,1644,0.01000000
median 3,1644,0.01000000
median 3 random,1644,0.01000000
median 9,1644,0.01000000
median 9 random,1644,0.01000000
dual pivot,1644,0.00000000
insertion,1645,1.01000000
first,1645,0.00000000
random,1645,0.01000000
mid,1645,0.01000000
median 3,1645,0.01000000
median 3 random,1645,0.01000000
median 9,1645,0.01000000
median 9 random,1645,0.01000000
dual pivot,1645,0.01000000
insertion,1646,1.00000000
first,1646,0.01000000
random,1646,0.01000000
mid,1646,0.01000000
median 3,1646,0.00000000
median 3 random,1646,0.01000000
median 9,1646,0.01000000
median 9 random,1646,0.01000000
dual pivot,1646,0.01000000
insertion,1647,1.00000000
first,1647,0.01000000
random,1647,0.01000000
mid,1647,0.00000000
median 3,1647,0.01000000
median 3 random,1647,0.01000000
median 9,1647,0.01000000
median 9 random,1647,0.01000000
dual pivot,1647,0.01000000
insertion,1648,1.00000000
first,1648,0.01000000
random,1648,0.00000000
mid,1648,0.01000000
median 3,1648,0.01000000
median 3 random,1648,0.01000000
median 9,1648,0.01000000
median 9 random,1648,0.01000000
dual pivot,1648,0.01000000
insertion,1649,1.00000000
first,1649,0.01000000
random,1649,0.00000000
mid,1649,0.01000000
median 3,1649,0.01000000
median 3 random,1649,0.01000000
median 9,1649,0.01000000
median 9 random,1649,0.01000000
dual pivot,1649,0.01000000
insertion,1650,1.00000000
first,1650,0.01000000
random,1650,0.01000000
mid,1650,0.01000000
median 3,1650,0.00000000
median 3 random,1650,0.01000000
median 9,1650,0.01000000
median 9 random,1650,0.01000000
dual pivot,1650,0.01000000
insertion,1651,1.00000000
first,1651,0.01000000
random,1651,0.01000000
mid,1651,0.01000000
median 3,1651,0.00000000
median 3 random,1651,0.01000000
median 9,1651,0.01000000
median 9 random,1651,0.01000000
dual pivot,1651,0.01000000
insertion,1652,1.00000000
first,1652,0.01000000
random,1652,0.01000000
mid,1652,0.01000000
median 3,1652,0.01000000
median 3 random,1652,0.01000000
median 9,1652,0.00000000
median 9 random,1652,0.01000000
dual pivot,1652,0.01000000
insertion,1653,1.00000000
first,1653,0.01000000
random,1653,0.01000000
mid,1653,0.01000000
median 3,1653,0.01000000
median 3 random,1653,0.01000000
median 9,1653,0.01000000
median 9 random,1653,0.01000000
dual pivot,1653,0.00000000
insertion,1654,1.01000000
first,1654,0.01000000
random,1654,0.01000000
mid,1654,0.00000000
median 3,1654,0.01000000
median 3 random,1654,0.01000000
median 9,1654,0.01000000
median 9 random,1654,0.01000000
dual pivot,1654,0.01000000
insertion,1655,1.00000000
first,1655,0.01000000
random,1655,0.01000000
mid,1655,0.01000000
median 3,1655,0.00000000
median 3 random,1655,0.01000000
median 9,1655,0.01000000
median 9 random,1655,0.01000000
dual pivot,1655,0.01000000
insertion,1656,1.00000000
first,1656,0.01000000
random,1656,0.01000000
mid,1656,0.01000000
median 3,1656,0.01000000
median 3 random,1656,0.01000000
median 9,1656,0.00000000
median 9 random,1656,0.02000000
dual pivot,1656,0.00000000
insertion,1657,1.01000000
first,1657,0.01000000
random,1657,0.00000000
mid,1657,0.01000000
median 3,1657,0.01000000
median 3 random,1657,0.01000000
median 9,1657,0.01000000
median 9 random,1657,0.01000000
dual pivot,1657,0.01000000
insertion,1658,1.00000000
first,1658,0.01000000
random,1658,0.01000000
mid,1658,0.00000000
median 3,1658,0.01000000
median 3 random,1658,0.01000000
median 9,1658,0.01000000
median 9 random,1658,0.01000000
dual pivot,1658,0.01000000
insertion,1659,1.00000000
first,1659,0.00000000
random,1659,0.01000000
mid,1659,0.01000000
median 3,1659,0.01000000
median 3 random,1659,0.01000000
median 9,1659,0.01000000
median 9 random,1659,0.01000000
dual pivot,1659,0.01000000
insertion,1660,1.00000000
first,1660,0.00000000
random,1660,0.01000000
mid,1660,0.01000000
median 3,1660,0.01000000
median 3 random,1660,0.01000000
median 9,1660,0.01000000
median 9 random,1660,0.01000000
dual pivot,1660,0.00000000
insertion,1661,1.00000000
first,1661,0.01000000
random,1661,0.01000000
mid,1661,0.00000000
median 3,1661,0.01000000
median 3 random,1661,0.01000000
median 9,1661,0.01000000
median 9 random,1661,0.01000000
dual pivot,1661,0.01000000
insertion,1662,1.00000000
first,1662,0.01000000
random,1662,0.01000000
mid,1662,0.00000000
median 3,1662,0.01000000
median 3 random,1662,0.01000000
median 9,1662,0.01000000
median 9 random,1662,0.01000000
dual pivot,1662,0.01000000
insertion,1663,1.00000000
first,1663,0.01000000
random,1663,0.01000000
mid,1663,0.01000000
median 3,1663,0.00000000
median 3 random,1663,0.01000000
median 9,1663,0.01000000
median 9 random,1663,0.01000000
dual pivot,1663,0.01000000
insertion,1664,1.00000000
first,1664,0.01000000
random,1664,0.01000000
mid,1664,0.01000000
median 3,1664,0.01000000
median 3 random,1664,0.01000000
median 9,1664,0.00000000
median 9 random,1664,0.01000000
dual pivot,1664,0.01000000
insertion,1665,1.00000000
first,1665,0.01000000
random,1665,0.01000000
mid,1665,0.01000000
median 3,1665,0.01000000
median 3 random,1665,0.01000000
median 9,1665,0.01000000
median 9 random,1665,0.01000000
dual pivot,1665,0.00000000
insertion,1666,1.01000000
first,1666,0.01000000
random,1666,0.01000000
mid,1666,0.00000000
median 3,1666,0.01000000
median 3 random,1666,0.01000000
median 9,1666,0.01000000
median 9 random,1666,0.01000000
dual pivot,1666,0.01000000
insertion,1667,1.00000000
first,1667,0.01000000
random,1667,0.01000000
mid,1667,0.01000000
median 3,1667,0.00000000
median 3 random,1667,0.01000000
median 9,1667,0.01000000
median 9 random,1667,0.01000000
dual pivot,1667,0.01000000
insertion,1668,1.00000000
first,1668,0.01000000
random,1668,0.01000000
mid,1668,0.01000000
median 3,1668,0.01000000
median 3 random,1668,0.01000000
median 9,1668,0.00000000
median 9 random,1668,0.02000000
dual pivot,1668,0.00000000
insertion,1669,1.01000000
first,1669,0.01000000
random,1669,0.00000000
mid,1669,0.01000000
median 3,1669,0.01000000
median 3 random,1669,0.01000000
median 9,1669,0.01000000
median 9 random,1669,0.01000000
dual pivot,1669,0.01000000
insertion,1670,1.00000000
first,1670,0.01000000
random,1670,0.01000000
mid,1670,0.01000000
median 3,1670,0.00000000
median 3 random,1670,0.01000000
median 9,1670,0.01000000
median 9 random,1670,0.01000000
dual pivot,1670,0.01000000
insertion,1671,1.00000000
first,1671,0.01000000
random,1671,0.01000000
mid,1671,0.00000000
median 3,1671,0.01000000
median 3 random,1671,0.01000000
median 9,1671,0.01000000
median 9 random,1671,0.01000000
dual pivot,1671,0.01000000
insertion,1672,1.00000000
first,1672,0.01000000
random,1672,0.01000000
mid,1672,0.00000000
median 3,1672,0.01000000
median 3 random,1672,0.01000000
median 9,1672,0.01000000
median 9 random,1672,0.01000000
dual pivot,1672,0.01000000
insertion,1673,1.00000000
first,1673,0.01000000
random,1673,0.01000000
mid,1673,0.00000000
median 3,1673,0.01000000
median 3 random,1673,0.01000000
median 9,1673,0.01000000
median 9 random,1673,0.01000000
dual pivot,1673,0.01000000
insertion,1674,1.00000000
first,1674,0.01000000
random,1674,0.01000000
mid,1674,0.00000000
median 3,1674,0.01000000
median 3 random,1674,0.01000000
median 9,1674,0.01000000
median 9 random,1674,0.01000000
dual pivot,1674,0.01000000
insertion,1675,1.00000000
first,1675,0.01000000
random,1675,0.01000000
mid,1675,0.01000000
median 3,1675,0.00000000
median 3 random,1675,0.01000000
median 9,1675,0.01000000
median 9 random,1675,0.01000000
dual pivot,1675,0.01000000
insertion,1676,1.00000000
first,1676,0.01000000
random,1676,0.01000000
mid,1676,0.01000000
median 3,1676,0.01000000
median 3 random,1676,0.01000000
median 9,1676,0.01000000
median 9 random,1676,0.01000000
dual pivot,1676,0.00000000
insertion,1677,1.01000000
first,1677,0.00000000
random,1677,0.01000000
mid,1677,0.01000000
median 3,1677,0.01000000
median 3 random,1677,0.01000000
median 9,1677,0.01000000
median 9 random,1677,0.01000000
dual pivot,1677,0.00000000
insertion,1678,1.00000000
first,1678,0.01000000
random,1678,0.00000000
mid,1678,0.01000000
median 3,1678,0.01000000
median 3 random,1678,0.01000000
median 9,1678,0.01000000
median 9 random,1678,0.01000000
dual pivot,1678,0.01000000
insertion,1679,1.00000000
first,1679,0.01000000
random,1679,0.01000000
mid,1679,0.01000000
median 3,1679,0.00000000
median 3 random,1679,0.01000000
median 9,1679,0.01000000
median 9 random,1679,0.01000000
dual pivot,1679,0.01000000
insertion,1680,1.01000000
first,1680,0.00000000
random,1680,0.01000000
mid,1680,0.01000000
median 3,1680,0.01000000
median 3 random,1680,0.01000000
median 9,1680,0.01000000
median 9 random,1680,0.01000000
dual pivot,1680,0.00000000
insertion,1681,1.01000000
first,1681,0.01000000
random,1681,0.00000000
mid,1681,0.01000000
median 3,1681,0.01000000
median 3 random,1681,0.01000000
median 9,1681,0.01000000
median 9 random,1681,0.01000000
dual pivot,1681,0.01000000
insertion,1682,1.00000000
first,1682,0.01000000
random,1682,0.01000000
mid,1682,0.00000000
median 3,1682,0.01000000
median 3 random,1682,0.01000000
median 9,1682,0.01000000
median 9 random,1682,0.01000000
dual pivot,1682,0.01000000
insertion,1683,1.00000000
first,1683,0.01000000
random,1683,0.01000000
mid,1683,0.00000000
median 3,1683,0.01000000
median 3 random,1683,0.01000000
median 9,1683,0.01000000
median 9 random,1683,0.01000000
dual pivot,1683,0.01000000
insertion,1684,1.00000000
first,1684,0.01000000
random,1684,0.00000000
mid,1684,0.01000000
median 3,1684,0.01000000
median 3 random,1684,0.01000000
median 9,1684,0.01000000
median 9 random,1684,0.01000000
dual pivot,1684,0.01000000
insertion,1685,1.00000000
first,1685,0.00000000
random,1685,0.01000000
mid,1685,0.01000000
median 3,1685,0.01000000
median 3 random,1685,0.01000000
median 9,1685,0.01000000
median 9 random,1685,0.01000000
dual pivot,1685,0.00000000
insertion,1686,1.01000000
first,1686,0.00000000
random,1686,0.01000000
mid,1686,0.01000000
median 3,1686,0.01000000
median 3 random,1686,0.01000000
median 9,1686,0.01000000
median 9 random,1686,0.01000000
dual pivot,1686,0.00000000
insertion,1687,1.00000000
first,1687,0.01000000
random,1687,0.00000000
mid,1687,0.01000000
median 3,1687,0.01000000
median 3 random,1687,0.01000000
median 9,1687,0.01000000
median 9 random,1687,0.01000000
dual pivot,1687,0.01000000
insertion,1688,1.00000000
first,1688,0.01000000
random,1688,0.01000000
mid,1688,0.00000000
median 3,1688,0.01000000
median 3 random,1688,0.01000000
median 9,1688,0.01000000
median 9 random,1688,0.01000000
dual pivot,1688,0.01000000
insertion,1689,1.00000000
first,1689,0.01000000
random,1689,0.01000000
mid,1689,0.00000000
median 3,1689,0.01000000
median 3 random,1689,0.01000000
median 9,1689,0.01000000
median 9 random,1689,0.01000000
dual pivot,1689,0.01000000
insertion,1690,1.00000000
first,1690,0.01000000
random,1690,0.01000000
mid,1690,0.01000000
median 3,1690,0.01000000
median 3 random,1690,0.01000000
median 9,1690,0.00000000
median 9 random,1690,0.01000000
dual pivot,1690,0.01000000
insertion,1691,1.01000000
first,1691,0.01000000
random,1691,0.00000000
mid,1691,0.01000000
median 3,1691,0.01000000
median 3 random,1691,0.01000000
median 9,1691,0.01000000
median 9 random,1691,0.01000000
dual pivot,1691,0.01000000
insertion,1692,1.00000000
first,1692,0.01000000
random,1692,0.01000000
mid,1692,0.00000000
median 3,1692,0.01000000
median 3 random,1692,0.01000000
median 9,1692,0.01000000
median 9 random,1692,0.01000000
dual pivot,1692,0.01000000
insertion,1693,1.00000000
first,1693,0.01000000
random,1693,0.01000000
mid,1693,0.01000000
median 3,1693,0.01000000
median 3 random,1693,0.01000000
median 9,1693,0.00000000
median 9 random,1693,0.02000000
dual pivot,1693,0.00000000
insertion,1694,1.00000000
first,1694,0.01000000
random,1694,0.01000000
mid,1694,0.01000000
median 3,1694,0.01000000
median 3 random,1694,0.01000000
median 9,1694,0.01000000
median 9 random,1694,0.01000000
dual pivot,1694,0.00000000
insertion,1695,1.00000000
first,1695,0.01000000
random,1695,0.01000000
mid,1695,0.01000000
median 3,1695,0.01000000
median 3 random,1695,0.01000000
median 9,1695,0.00000000
median 9 random,1695,0.01000000
dual pivot,1695,0.01000000
insertion,1696,1.00000000
first,1696,0.01000000
random,1696,0.01000000
mid,1696,0.01000000
median 3,1696,0.00000000
median 3 random,1696,0.01000000
median 9,1696,0.01000000
median 9 random,1696,0.01000000
dual pivot,1696,0.01000000
insertion,1697,1.00000000
first,1697,0.01000000
random,1697,0.01000000
mid,1697,0.00000000
median 3,1697,0.01000000
median 3 random,1697,0.01000000
median 9,1697,0.01000000
median 9 random,1697,0.01000000
dual pivot,1697,0.01000000
insertion,1698,1.00000000
first,1698,0.01000000
random,1698,0.01000000
mid,1698,0.00000000
median 3,1698,0.01000000
median 3 random,1698,0.01000000
median 9,1698,0.01000000
median 9 random,1698,0.01000000
dual pivot,1698,0.01000000
insertion,1699,1.00000000
first,1699,0.01000000
random,1699,0.01000000
mid,1699,0.00000000
median 3,1699,0.01000000
median 3 random,1699,0.01000000
median 9,1699,0.01000000
median 9 random,1699,0.01000000
dual pivot,1699,0.01000000
insertion,1700,1.00000000
first,1700,0.01000000
random,1700,0.01000000
mid,1700,0.00000000
median 3,1700,0.01000000
median 3 random,1700,0.01000000
median 9,1700,0.01000000
median 9 random,1700,0.01000000
dual pivot,1700,0.01000000
insertion,1701,1.00000000
first,1701,0.01000000
random,1701,0.01000000
mid,1701,0.00000000
median 3,1701,0.01000000
median 3 random,1701,0.01000000
median 9,1701,0.01000000
median 9 random,1701,0.01000000
dual pivot,1701,0.01000000
insertion,1702,1.00000000
first,1702,0.01000000
random,1702,0.01000000
mid,1702,0.01000000
median 3,1702,0.01000000
median 3 random,1702,0.01000000
median 9,1702,0.01000000
median 9 random,1702,0.01000000
dual pivot,1702,0.00000000
insertion,1703,1.01000000
first,1703,0.00000000
random,1703,0.01000000
mid,1703,0.01000000
median 3,1703,0.01000000
median 3 random,1703,0.01000000
median 9,1703,0.01000000
median 9 random,1703,0.01000000
dual pivot,1703,0.00000000
insertion,1704,1.00000000
first,1704,0.01000000
random,1704,0.01000000
mid,1704,0.00000000
median 3,1704,0.01000000
median 3 random,1704,0.01000000
median 9,1704,0.01000000
median 9 random,1704,0.01000000
dual pivot,1704,0.01000000
insertion,1705,1.00000000
first,1705,0.01000000
random,1705,0.01000000
mid,1705,0.01000000
median 3,1705,0.00000000
median 3 random,1705,0.01000000
median 9,1705,0.01000000
median 9 random,1705,0.01000000
dual pivot,1705,0.01000000
insertion,1706,1.00000000
first,1706,0.01000000
random,1706,0.01000000
mid,1706,0.00000000
median 3,1706,0.01000000
median 3 random,1706,0.01000000
median 9,1706,0.01000000
median 9 random,1706,0.01000000
dual pivot,1706,0.01000000
insertion,1707,1.00000000
first,1707,0.00000000
random,1707,0.01000000
mid,1707,0.01000000
median 3,1707,0.01000000
median 3 random,1707,0.01000000
median 9,1707,0.01000000
median 9 random,1707,0.01000000
dual pivot,1707,0.00000000
insertion,1708,0.99000000
first,1708,0.01000000
random,1708,0.01000000
mid,1708,0.01000000
median 3,1708,0.01000000
median 3 random,1708,0.01000000
median 9,1708,0.01000000
median 9 random,1708,0.01000000
dual pivot,1708,0.00000000
insertion,1709,1.00000000
first,1709,0.01000000
random,1709,0.01000000
mid,1709,0.01000000
median 3,1709,0.01000000
median 3 random,1709,0.01000000
median 9,1709,0.01000000
median 9 random,1709,0.01000000
dual pivot,1709,0.00000000
insertion,1710,1.01000000
first,1710,0.01000000
random,1710,0.00000000
mid,1710,0.01000000
median 3,1710,0.01000000
median 3 random,1710,0.01000000
median 9,1710,0.01000000
median 9 random,1710,0.01000000
dual pivot,1710,0.01000000
insertion,1711,1.00000000
first,1711,0.01000000
random,1711,0.01000000
mid,1711,0.00000000
median 3,1711,0.01000000
median 3 random,1711,0.01000000
median 9,1711,0.01000000
median 9 random,1711,0.01000000
dual pivot,1711,0.01000000
insertion,1712,1.00000000
first,1712,0.01000000
random,1712,0.01000000
mid,1712,0.00000000
median 3,1712,0.01000000
median 3 random,1712,0.01000000
median 9,1712,0.01000000
median 9 random,1712,0.01000000
dual pivot,1712,0.01000000
insertion,1713,1.00000000
first,1713,0.01000000
random,1713,0.01000000
mid,1713,0.01000000
median 3,1713,0.01000000
median 3 random,1713,0.01000000
median 9,1713,0.00000000
median 9 random,1713,0.02000000
dual pivot,1713,0.00000000
insertion,1714,1.00000000
first,1714,0.00000000
random,1714,0.01000000
mid,1714,0.01000000
median 3,1714,0.01000000
median 3 random,1714,0.01000000
median 9,1714,0.01000000
median 9 random,1714,0.01000000
dual pivot,1714,0.00000000
insertion,1715,1.01000000
first,1715,0.01000000
random,1715,0.00000000
mid,1715,0.01000000
median 3,1715,0.01000000
median 3 random,1715,0.01000000
median 9,1715,0.01000000
median 9 random,1715,0.01000000
dual pivot,1715,0.01000000
insertion,1716,1.00000000
first,1716,0.01000000
random,1716,0.01000000
mid,1716,0.01000000
median 3,1716,0.00000000
median 3 random,1716,0.01000000
median 9,1716,0.01000000
median 9 random,1716,0.01000000
dual pivot,1716,0.01000000
insertion,1717,1.00000000
first,1717,0.01000000
random,1717,0.01000000
mid,1717,0.01000000
median 3,1717,0.01000000
median 3 random,1717,0.01000000
median 9,1717,0.01000000
median 9 random,1717,0.01000000
dual pivot,1717,0.00000000
insertion,1718,1.00000000
first,1718,0.01000000
random,1718,0.01000000
mid,1718,0.01000000
median 3,1718,0.00000000
median 3 random,1718,0.01000000
median 9,1718,0.01000000
median 9 random,1718,0.01000000
dual pivot,1718,0.01000000
insertion,1719,1.00000000
first,1719,0.01000000
random,1719,0.01000000
mid,1719,0.01000000
median 3,1719,0.01000000
median 3 random,1719,0.01000000
median 9,1719,0.01000000
median 9 random,1719,0.01000000
dual pivot,1719,0.00000000
insertion,1720,1.01000000
first,1720,0.01000000
random,1720,0.01000000
mid,1720,0.01000000
median 3,1720,0.00000000
median 3 random,1720,0.01000000
median 9,1720,0.01000000
median 9 random,1720,0.01000000
dual pivot,1720,0.01000000
insertion,1721,1.01000000
first,1721,0.01000000
random,1721,0.00000000
mid,1721,0.01000000
median 3,1721,0.01000000
median 3 random,1721,0.01000000
median 9,1721,0.01000000
median 9 random,1721,0.01000000
dual pivot,1721,0.01000000
insertion,1722,1.01000000
first,1722,0.00000000
random,1722,0.01000000
mid,1722,0.01000000
median 3,1722,0.01000000
median 3 random,1722,0.01000000
median 9,1722,0.01000000
median 9 random,1722,0.01000000
dual pivot,1722,0.00000000
insertion,1723,1.00000000
first,1723,0.01000000
random,1723,0.01000000
mid,1723,0.01000000
median 3,1723,0.00000000
median 3 random,1723,0.01000000
median 9,1723,0.01000000
median 9 random,1723,0.01000000
dual pivot,1723,0.01000000
insertion,1724,1.01000000
first,1724,0.01000000
random,1724,0.01000000
mid,1724,0.00000000
median 3,1724,0.01000000
median 3 random,1724,0.01000000
median 9,1724,0.01000000
median 9 random,1724,0.01000000
dual pivot,1724,0.01000000
insertion,1725,1.01000000
first,1725,0.01000000
random,1725,0.00000000
mid,1725,0.01000000
median 3,1725,0.01000000
median 3 random,1725,0.01000000
median 9,1725,0.01000000
median 9 random,1725,0.01000000
dual pivot,1725,0.01000000
insertion,1726,1.01000000
first,1726,0.01000000
random,1726,0.00000000
mid,1726,0.01000000
median 3,1726,0.01000000
median 3 random,1726,0.01000000
median 9,1726,0.01000000
median 9 random,1726,0.01000000
dual pivot,1726,0.01000000
insertion,1727,1.00000000
first,1727,0.01000000
random,1727,0.01000000
mid,1727,0.01000000
